holding_id,counterparty_id,isin,security_name,quantity,statement_date,source
41c52513-6a44-4a79-875c-cd1a05511227,CUS-002,INE040A01034,HDFC BANK,140,2026-06-02,CUSTODIAN_EOD_STATEMENT
e49d3b09-c83c-4277-8da0-3c2e396498e6,CUS-005,INE154A01025,ITC,800,2026-06-02,CUSTODIAN_EOD_STATEMENT
fa63f568-a121-4157-92c7-3ddda300250e,CUS-003,INE576I01022,GRINDWELL NORTON,-350,2026-06-02,CUSTODIAN_EOD_STATEMENT
3d4a90f0-fa91-4919-97d3-cdb6883367f3,CUS-003,INE148I01020,POLICYBAZAAR (PB FINTECH),90,2026-06-02,CUSTODIAN_EOD_STATEMENT
e7169d55-3ab7-4cec-8171-5e5bd1a6465d,CUS-005,INE726G01019,TRENT,-330,2026-06-02,CUSTODIAN_EOD_STATEMENT
e0ef5aae-c804-43fd-b123-952a9d33f0bc,CUS-001,INE795G01014,POWER GRID CORPORATION,-25,2026-06-02,CUSTODIAN_EOD_STATEMENT
983cb085-5591-44c2-a3d7-6ed7a0798069,CUS-003,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,500,2026-06-02,CUSTODIAN_EOD_STATEMENT
4c29102c-9e9d-4752-ba13-0599cd4e6626,CUS-001,INE550C01020,TV TODAY NETWORK,-4500,2026-06-02,CUSTODIAN_EOD_STATEMENT
7dfe17c0-094b-4456-b1df-be434c946b5d,CUS-002,INE059B01024,RAIN INDUSTRIES,-1,2026-06-02,CUSTODIAN_EOD_STATEMENT
a90f3edd-1613-4334-a5ea-f205e49b6222,CUS-002,INE160A01022,NESTLE INDIA,-4,2026-06-02,CUSTODIAN_EOD_STATEMENT
a5ab6dfa-cb24-4835-b0b7-fdeb7488956e,CUS-003,INE009A01021,INFOSYS,1000,2026-06-02,CUSTODIAN_EOD_STATEMENT
8f6b082e-af3c-4485-9539-c7f02f2c481c,CUS-004,INE726G01019,TRENT,1800,2026-06-02,CUSTODIAN_EOD_STATEMENT
1dce998b-0eb8-447d-8f1c-e86e3446be77,CUS-005,INE467B01029,TATA CONSULTANCY SERVICES,25,2026-06-02,CUSTODIAN_EOD_STATEMENT
9d1f3cc1-72e5-448b-a3f1-7f027501ae0f,CUS-003,INE550C01020,TV TODAY NETWORK,2697,2026-06-02,CUSTODIAN_EOD_STATEMENT
e7f492e3-e46a-4109-ba95-c9844d968d1e,CUS-003,INE03VK01010,CARTRADE TECH,-4,2026-06-02,CUSTODIAN_EOD_STATEMENT
88f7a54e-0103-4347-b4b2-21f4a1e920e3,CUS-001,INE129A01019,GAIL (INDIA),3800,2026-06-02,CUSTODIAN_EOD_STATEMENT
633e68e0-98b2-4b9b-aba7-1dc593e95afb,CUS-003,INE205A01025,SIEMENS,1400,2026-06-02,CUSTODIAN_EOD_STATEMENT
9c4556ef-fabd-4b02-8dbc-4bbc85933460,CUS-005,INE795G01014,POWER GRID CORPORATION,-70,2026-06-02,CUSTODIAN_EOD_STATEMENT
56cb5dbf-a18b-4429-91b2-a54493775f58,CUS-003,INE528G01035,SHRIRAM FINANCE,-3600,2026-06-02,CUSTODIAN_EOD_STATEMENT
5a5c6cfe-00f0-422d-bfc8-3f921638a748,CUS-002,INE576I01022,GRINDWELL NORTON,-40,2026-06-02,CUSTODIAN_EOD_STATEMENT
f35487ff-1389-4876-877e-5acf4ae1ca42,CUS-002,INE092T01019,ZOMATO,3200,2026-06-02,CUSTODIAN_EOD_STATEMENT
3d909945-3721-45ca-9aed-e18d509d8f80,CUS-005,INE104S01021,UJJIVAN SFB,70,2026-06-02,CUSTODIAN_EOD_STATEMENT
d609d942-ea78-413a-94ff-9e3633b6db47,CUS-005,INE040A01034,HDFC BANK,2500,2026-06-02,CUSTODIAN_EOD_STATEMENT
c1ec1760-4ecc-40db-b4f3-15f0c4877053,CUS-005,INE148O01018,EID PARRY (INDIA),-10000,2026-06-02,CUSTODIAN_EOD_STATEMENT
659112c0-da3b-4b43-ac16-fc1dfb83fa29,CUS-002,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,-160,2026-06-02,CUSTODIAN_EOD_STATEMENT
b8009506-bb28-4ae2-be4f-3e79c9ff035b,CUS-003,INE059B01024,RAIN INDUSTRIES,-225,2026-06-02,CUSTODIAN_EOD_STATEMENT
15bd2a7f-efc2-4eef-a5c0-cead8d8bd820,CUS-002,INE238A01034,AXIS BANK,50,2026-06-02,CUSTODIAN_EOD_STATEMENT
c42406fe-bd67-4389-a19e-0911b1325c98,CUS-004,INE019A01038,WIPRO,-7000,2026-06-02,CUSTODIAN_EOD_STATEMENT
852160e7-cd35-464b-8d69-66ffed132006,CUS-003,INE361B01024,CANARA BANK,-500,2026-06-02,CUSTODIAN_EOD_STATEMENT
26ba61e5-1d8e-4c86-b930-779672084388,CUS-004,INE259A01022,GODREJ CONSUMER PRODUCTS,-400,2026-06-02,CUSTODIAN_EOD_STATEMENT
e8e483b9-dfa6-4952-8981-9c395489cb09,CUS-001,INE467B01029,TATA CONSULTANCY SERVICES,-150,2026-06-02,CUSTODIAN_EOD_STATEMENT
fa94fd99-b183-4ef1-a3f7-43f7f35573db,CUS-001,INE044A01036,DABUR INDIA,500,2026-06-02,CUSTODIAN_EOD_STATEMENT
347f7eda-5d3d-4d9e-89b7-2c034ff4080a,CUS-001,INE176A01028,BAJAJ FINANCE,-7500,2026-06-02,CUSTODIAN_EOD_STATEMENT
3738dfb0-c70c-4d95-b072-d2102e7efc3a,CUS-002,INE148I01020,POLICYBAZAAR (PB FINTECH),950,2026-06-02,CUSTODIAN_EOD_STATEMENT
21fbfa08-e9c1-4c24-86a5-33a77e8d813d,CUS-004,INE148I01020,POLICYBAZAAR (PB FINTECH),-400,2026-06-02,CUSTODIAN_EOD_STATEMENT
6323536f-9b59-4421-aca8-6843a78c27d6,CUS-004,INE140A01024,BANK OF BARODA,1800,2026-06-03,CUSTODIAN_EOD_STATEMENT
9373cd74-0a64-40f0-87c6-f0c5f387ff1a,CUS-001,INE205A01025,SIEMENS,-50,2026-06-03,CUSTODIAN_EOD_STATEMENT
ff1b38c2-bad8-449e-8268-61d6fcd1ef7f,CUS-001,INE528G01035,SHRIRAM FINANCE,-835,2026-06-03,CUSTODIAN_EOD_STATEMENT
89b6d2b3-7084-40dc-a4da-e8cee5c2edf4,CUS-001,INE160A01022,NESTLE INDIA,-5500,2026-06-03,CUSTODIAN_EOD_STATEMENT
c997b4f8-1cfc-4d39-b982-2488b10731b3,CUS-002,INE009A01021,INFOSYS,-1000,2026-06-03,CUSTODIAN_EOD_STATEMENT
1b103d94-017a-49e2-92f2-df1beb13932f,CUS-001,INE018A01030,LARSEN & TOUBRO,10000,2026-06-03,CUSTODIAN_EOD_STATEMENT
6c9fa465-a114-4c41-90b0-d21d734656d8,CUS-005,INE140A01024,BANK OF BARODA,175,2026-06-03,CUSTODIAN_EOD_STATEMENT
22fe52db-e5b3-4b41-8072-a6aa492d9f6c,CUS-005,INE205A01025,SIEMENS,75,2026-06-03,CUSTODIAN_EOD_STATEMENT
93c3b94e-186e-44d7-92c7-3cea6c4fb127,CUS-002,INE040A01034,HDFC BANK,140,2026-06-03,CUSTODIAN_EOD_STATEMENT
8ebb5d0f-ff72-4c74-8f5e-32fdf196c6a8,CUS-005,INE154A01025,ITC,800,2026-06-03,CUSTODIAN_EOD_STATEMENT
d7aa2e23-922d-40ee-986f-550b3dd7ee1b,CUS-003,INE576I01022,GRINDWELL NORTON,25,2026-06-03,CUSTODIAN_EOD_STATEMENT
0abea0a1-fbb7-45f4-972a-386cc2f7958c,CUS-003,INE148I01020,POLICYBAZAAR (PB FINTECH),90,2026-06-03,CUSTODIAN_EOD_STATEMENT
21b1171f-79ad-42ab-9018-8c755d980dc7,CUS-005,INE726G01019,TRENT,-300,2026-06-03,CUSTODIAN_EOD_STATEMENT
3ae48ddb-4c05-4c44-9db9-d6a3208b9d76,CUS-001,INE795G01014,POWER GRID CORPORATION,105,2026-06-03,CUSTODIAN_EOD_STATEMENT
cf75d2c8-4d35-4cd8-b1f9-9ce7d81f8800,CUS-003,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,500,2026-06-03,CUSTODIAN_EOD_STATEMENT
e5367f1c-bc94-4092-9d40-204840043c87,CUS-001,INE550C01020,TV TODAY NETWORK,-4500,2026-06-03,CUSTODIAN_EOD_STATEMENT
1c69eb63-1373-4cdb-8e67-02eec0f8d84b,CUS-002,INE059B01024,RAIN INDUSTRIES,-1,2026-06-03,CUSTODIAN_EOD_STATEMENT
6e9f5882-b07c-4b4f-a922-84fb83ec5423,CUS-002,INE160A01022,NESTLE INDIA,-4,2026-06-03,CUSTODIAN_EOD_STATEMENT
23843ff3-bc0c-4121-b1ea-ee172bf2e64f,CUS-003,INE009A01021,INFOSYS,1000,2026-06-03,CUSTODIAN_EOD_STATEMENT
53c58a94-34e2-4bf4-990f-3d3602e2016a,CUS-004,INE726G01019,TRENT,1800,2026-06-03,CUSTODIAN_EOD_STATEMENT
50b2e2c1-a5a1-4aff-8b06-652921160cdb,CUS-005,INE467B01029,TATA CONSULTANCY SERVICES,25,2026-06-03,CUSTODIAN_EOD_STATEMENT
713aaa3d-1931-4918-9329-240200dbb731,CUS-003,INE550C01020,TV TODAY NETWORK,3046,2026-06-03,CUSTODIAN_EOD_STATEMENT
a85be045-236d-40c0-8ebb-4beeab54cecd,CUS-003,INE03VK01010,CARTRADE TECH,-39,2026-06-03,CUSTODIAN_EOD_STATEMENT
b280f24c-ee28-4fde-8faa-edd083f0db86,CUS-001,INE129A01019,GAIL (INDIA),3800,2026-06-03,CUSTODIAN_EOD_STATEMENT
5f5780e0-eb80-46dc-94df-dff67edf410f,CUS-003,INE205A01025,SIEMENS,1335,2026-06-03,CUSTODIAN_EOD_STATEMENT
c2fa1946-9f23-4507-98f4-dbf67fa6d1d7,CUS-005,INE795G01014,POWER GRID CORPORATION,27,2026-06-03,CUSTODIAN_EOD_STATEMENT
47f4cde6-11cc-4d39-adb9-729d3d07edd5,CUS-003,INE528G01035,SHRIRAM FINANCE,-3600,2026-06-03,CUSTODIAN_EOD_STATEMENT
34851b90-4598-43d5-90ca-2465406c5501,CUS-002,INE576I01022,GRINDWELL NORTON,-40,2026-06-03,CUSTODIAN_EOD_STATEMENT
265a5179-e485-415b-a557-3a24fce903d5,CUS-002,INE092T01019,ZOMATO,3200,2026-06-03,CUSTODIAN_EOD_STATEMENT
5ed5c2bb-8bc9-4e85-ad9f-ce25980469b1,CUS-005,INE104S01021,UJJIVAN SFB,3020,2026-06-03,CUSTODIAN_EOD_STATEMENT
b0020a3c-1cb6-4ec8-8751-2a6125337c61,CUS-005,INE040A01034,HDFC BANK,2500,2026-06-03,CUSTODIAN_EOD_STATEMENT
313b468d-787d-4553-b27c-52661bd3c415,CUS-005,INE148O01018,EID PARRY (INDIA),-10000,2026-06-03,CUSTODIAN_EOD_STATEMENT
8e5eac50-6fc2-40f5-ae47-9b63cb1b7b00,CUS-002,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,-160,2026-06-03,CUSTODIAN_EOD_STATEMENT
fb8197b0-da14-4f33-b042-ccde3be6955f,CUS-003,INE059B01024,RAIN INDUSTRIES,-225,2026-06-03,CUSTODIAN_EOD_STATEMENT
dee8ac5c-6e79-492d-8f50-76755fd78f2f,CUS-002,INE238A01034,AXIS BANK,50,2026-06-03,CUSTODIAN_EOD_STATEMENT
7f03daf5-804f-417b-ba1e-f85d12f6364d,CUS-004,INE019A01038,WIPRO,-7000,2026-06-03,CUSTODIAN_EOD_STATEMENT
f44c152c-981f-4923-b7eb-c6f0b2dc0889,CUS-003,INE361B01024,CANARA BANK,-500,2026-06-03,CUSTODIAN_EOD_STATEMENT
6281f06c-1a88-4b3a-b2d8-2c4741280c26,CUS-004,INE259A01022,GODREJ CONSUMER PRODUCTS,-400,2026-06-03,CUSTODIAN_EOD_STATEMENT
74978070-c647-4bd4-85ba-70b439046e78,CUS-001,INE467B01029,TATA CONSULTANCY SERVICES,-150,2026-06-03,CUSTODIAN_EOD_STATEMENT
eb3f96ac-b1ad-415d-baef-525d60fb40d6,CUS-001,INE044A01036,DABUR INDIA,500,2026-06-03,CUSTODIAN_EOD_STATEMENT
6530abff-7b07-4295-b74e-57a51a623f73,CUS-001,INE176A01028,BAJAJ FINANCE,-7500,2026-06-03,CUSTODIAN_EOD_STATEMENT
681c409a-bafd-482e-812e-bfd7ce80c275,CUS-002,INE148I01020,POLICYBAZAAR (PB FINTECH),452,2026-06-03,CUSTODIAN_EOD_STATEMENT
f8a20b78-4957-41b4-9e04-7c7f0303ae0d,CUS-004,INE148I01020,POLICYBAZAAR (PB FINTECH),-400,2026-06-03,CUSTODIAN_EOD_STATEMENT
80f7bcb7-c5a8-40ce-873c-7328636880cc,CUS-005,INE160A01022,NESTLE INDIA,-1100,2026-06-03,CUSTODIAN_EOD_STATEMENT
3d52e32c-cbca-493a-b499-f624551c58df,CUS-002,INE044A01036,DABUR INDIA,-480,2026-06-03,CUSTODIAN_EOD_STATEMENT
04055d45-5a33-4de3-aa95-0f43bff46853,CUS-002,INE795G01014,POWER GRID CORPORATION,-2340,2026-06-03,CUSTODIAN_EOD_STATEMENT
8d744763-5125-4ac4-81e6-8af06a40fbe5,CUS-005,INE03VK01010,CARTRADE TECH,-900,2026-06-03,CUSTODIAN_EOD_STATEMENT
3b836482-910d-4b4d-b12f-816255317acf,CUS-003,INE062A01020,STATE BANK OF INDIA,-355,2026-06-03,CUSTODIAN_EOD_STATEMENT
fb78e9da-2b6b-4bc1-ad9e-2ebeaf8e0df6,CUS-004,INE092T01019,ZOMATO,2400,2026-06-03,CUSTODIAN_EOD_STATEMENT
4b5d1586-7344-47d5-adc5-5840905e2a40,CUS-004,INE129A01019,GAIL (INDIA),675,2026-06-03,CUSTODIAN_EOD_STATEMENT
95c8e664-a46c-4180-975a-cadd234a1430,CUS-003,INE761H01022,AFFLE (INDIA),-100,2026-06-03,CUSTODIAN_EOD_STATEMENT
a1bed61c-3c32-43ed-b207-aaa370ce4a28,CUS-005,INE545U01014,NAZARA TECHNOLOGIES,810,2026-06-03,CUSTODIAN_EOD_STATEMENT
cce1aba3-081e-47eb-99dd-65c345d0f637,CUS-004,INE238A01034,AXIS BANK,40,2026-06-03,CUSTODIAN_EOD_STATEMENT
62507c19-965f-4db1-83ab-b99026504b8c,CUS-003,INE726G01019,TRENT,-1500,2026-06-03,CUSTODIAN_EOD_STATEMENT
2770db12-f9dc-42d9-ab0a-a381027d0a67,CUS-001,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,-5500,2026-06-03,CUSTODIAN_EOD_STATEMENT
8e5b45a4-d9f2-4a32-a004-c2cb926a5111,CUS-005,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,71,2026-06-03,CUSTODIAN_EOD_STATEMENT
04698f00-417b-4ef7-ad0b-ac7eb9924e9a,CUS-004,INE047A01021,TITAN COMPANY,-425,2026-06-03,CUSTODIAN_EOD_STATEMENT
2bfe46bb-da08-416d-a263-0de950852fc9,CUS-005,INE585B01010,MARUTI SUZUKI,-680,2026-06-03,CUSTODIAN_EOD_STATEMENT
85dd807e-a563-4418-8ee5-aa5500a0136e,CUS-003,INE669E01016,BHARTI AIRTEL,-100,2026-06-03,CUSTODIAN_EOD_STATEMENT
689332ec-e6f4-43a3-a66e-e5e1b5a7934d,CUS-004,INE545U01014,NAZARA TECHNOLOGIES,-800,2026-06-03,CUSTODIAN_EOD_STATEMENT
e7ce53e4-25bd-40c4-adb4-db9c82eb186b,CUS-002,INE090A01021,ICICI BANK,950,2026-06-03,CUSTODIAN_EOD_STATEMENT
4b9951d9-0118-42b5-939f-3cc79fccf1ad,CUS-004,INE483S01020,LATENT VIEW ANALYTICS,-300,2026-06-03,CUSTODIAN_EOD_STATEMENT
7bed656d-650f-40df-bbb1-c8d6b74b6c83,CUS-003,INE545U01014,NAZARA TECHNOLOGIES,6000,2026-06-03,CUSTODIAN_EOD_STATEMENT
a715985c-f848-4795-8585-584297213c13,CUS-005,INE124N01016,ANGEL ONE,7000,2026-06-03,CUSTODIAN_EOD_STATEMENT
49be7728-3980-4281-bd3c-b3b43eef75d8,CUS-005,INE761H01022,AFFLE (INDIA),-1000,2026-06-03,CUSTODIAN_EOD_STATEMENT
c8221158-93fd-4d40-8979-f7944c199f3b,CUS-002,INE467B01029,TATA CONSULTANCY SERVICES,-18,2026-06-03,CUSTODIAN_EOD_STATEMENT
ac186861-3b50-4c94-bb23-3d49c1029a93,CUS-001,INE154A01025,ITC,-1700,2026-06-03,CUSTODIAN_EOD_STATEMENT
88ed130d-b864-413f-9e50-fb4c09a76209,CUS-003,INE917I01010,AVENUE SUPERMARTS (DMART),-70,2026-06-03,CUSTODIAN_EOD_STATEMENT
e24c057b-e541-46b4-8005-2ba4538b47cc,CUS-002,INE021A01026,ASIAN PAINTS,-400,2026-06-03,CUSTODIAN_EOD_STATEMENT
517f3e59-83b2-42d3-9cd3-16eeba105baf,CUS-003,INE092T01019,ZOMATO,1700,2026-06-03,CUSTODIAN_EOD_STATEMENT
8eaebba0-cd7d-4fae-a667-568f2df1f461,CUS-002,INE917I01010,AVENUE SUPERMARTS (DMART),-900,2026-06-03,CUSTODIAN_EOD_STATEMENT
8070d463-7b41-4dca-a340-6f25ed8053bb,CUS-002,INE752E01010,PIDILITE INDUSTRIES,300,2026-06-03,CUSTODIAN_EOD_STATEMENT
324a0b93-41f9-43c3-9afd-78ddfd3639ac,CUS-004,INE140A01024,BANK OF BARODA,1800,2026-06-04,CUSTODIAN_EOD_STATEMENT
e55aaa9b-393a-4be5-9842-9d938709425b,CUS-001,INE205A01025,SIEMENS,-50,2026-06-04,CUSTODIAN_EOD_STATEMENT
65894e6b-c8b6-461d-8d49-83ab8fee277a,CUS-001,INE528G01035,SHRIRAM FINANCE,6665,2026-06-04,CUSTODIAN_EOD_STATEMENT
b6326920-93fb-4ec8-945b-1c42ae274f7b,CUS-001,INE160A01022,NESTLE INDIA,-5500,2026-06-04,CUSTODIAN_EOD_STATEMENT
1d3131c3-cc2a-4ccd-8f1f-6571efa13c56,CUS-002,INE009A01021,INFOSYS,-1000,2026-06-04,CUSTODIAN_EOD_STATEMENT
83f488c1-f0a1-48be-af7b-ab18a00af48e,CUS-001,INE018A01030,LARSEN & TOUBRO,10000,2026-06-04,CUSTODIAN_EOD_STATEMENT
c1acde13-8f37-4d15-9ac4-eb2125e55dc9,CUS-005,INE140A01024,BANK OF BARODA,175,2026-06-04,CUSTODIAN_EOD_STATEMENT
64f252e7-cda5-43a1-8411-0a9953903f29,CUS-005,INE205A01025,SIEMENS,75,2026-06-04,CUSTODIAN_EOD_STATEMENT
8e03830b-8a8e-46d6-b0c9-5b2337feb09a,CUS-002,INE040A01034,HDFC BANK,45,2026-06-04,CUSTODIAN_EOD_STATEMENT
eb69b1cd-e984-45fb-8988-d8e7d45bc596,CUS-005,INE154A01025,ITC,800,2026-06-04,CUSTODIAN_EOD_STATEMENT
25f76f86-1ee9-40d6-9441-59a0567ff580,CUS-003,INE576I01022,GRINDWELL NORTON,25,2026-06-04,CUSTODIAN_EOD_STATEMENT
ab0b7c87-028d-4fa9-8baa-84d9b3f7cda6,CUS-003,INE148I01020,POLICYBAZAAR (PB FINTECH),90,2026-06-04,CUSTODIAN_EOD_STATEMENT
9fa3df13-77d0-4c5c-879a-a1e932813a1e,CUS-005,INE726G01019,TRENT,-300,2026-06-04,CUSTODIAN_EOD_STATEMENT
d70fa232-8b58-494f-9c6a-db2605a4851f,CUS-001,INE795G01014,POWER GRID CORPORATION,105,2026-06-04,CUSTODIAN_EOD_STATEMENT
8ecea5e6-b4e9-4755-9e2b-44a770a6da29,CUS-003,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,500,2026-06-04,CUSTODIAN_EOD_STATEMENT
2b0caa9e-1477-4d04-a235-ac44a088778e,CUS-001,INE550C01020,TV TODAY NETWORK,-6100,2026-06-04,CUSTODIAN_EOD_STATEMENT
01f41eee-7ddd-4c2c-8cc6-fd31802d9bce,CUS-002,INE059B01024,RAIN INDUSTRIES,-1,2026-06-04,CUSTODIAN_EOD_STATEMENT
d74db83c-b540-4c97-be19-971ce69b7ae5,CUS-002,INE160A01022,NESTLE INDIA,-4,2026-06-04,CUSTODIAN_EOD_STATEMENT
ae9ee9b5-c981-4b5f-b0b8-833e75d2654f,CUS-003,INE009A01021,INFOSYS,1000,2026-06-04,CUSTODIAN_EOD_STATEMENT
48e1e299-3699-497f-b044-647b574c5fb2,CUS-004,INE726G01019,TRENT,1800,2026-06-04,CUSTODIAN_EOD_STATEMENT
56b775ef-59d7-4eb4-835c-588ddb369447,CUS-005,INE467B01029,TATA CONSULTANCY SERVICES,-3775,2026-06-04,CUSTODIAN_EOD_STATEMENT
3854d4c7-9fa3-4ca0-97e3-606e5bb7cd81,CUS-003,INE550C01020,TV TODAY NETWORK,3046,2026-06-04,CUSTODIAN_EOD_STATEMENT
a7e5b442-b28d-4c2f-893f-6ac7c3491d4f,CUS-003,INE03VK01010,CARTRADE TECH,-69,2026-06-04,CUSTODIAN_EOD_STATEMENT
dfc1d32f-d679-448a-b696-314e2850b483,CUS-001,INE129A01019,GAIL (INDIA),2100,2026-06-04,CUSTODIAN_EOD_STATEMENT
fe48e608-b606-4aed-8fa9-7e924fe13305,CUS-003,INE205A01025,SIEMENS,1335,2026-06-04,CUSTODIAN_EOD_STATEMENT
4640ffaa-5931-45e5-ae59-6973f923437b,CUS-005,INE795G01014,POWER GRID CORPORATION,30,2026-06-04,CUSTODIAN_EOD_STATEMENT
9c261cad-1537-4bf3-ad21-8efc7cac395d,CUS-003,INE528G01035,SHRIRAM FINANCE,-3600,2026-06-04,CUSTODIAN_EOD_STATEMENT
172c564a-041d-4665-96ba-badebd543f5b,CUS-002,INE576I01022,GRINDWELL NORTON,-40,2026-06-04,CUSTODIAN_EOD_STATEMENT
e8e7c10a-38bd-482c-9112-6eb5102f9ddc,CUS-002,INE092T01019,ZOMATO,3200,2026-06-04,CUSTODIAN_EOD_STATEMENT
1f77a4c7-df86-45a4-8d8f-ccc0d5074cb7,CUS-005,INE104S01021,UJJIVAN SFB,3007,2026-06-04,CUSTODIAN_EOD_STATEMENT
37873717-f19e-47b0-b20a-781d4b272e62,CUS-005,INE040A01034,HDFC BANK,2500,2026-06-04,CUSTODIAN_EOD_STATEMENT
8a49602e-b4ea-4395-8966-bb78cf0786e1,CUS-005,INE148O01018,EID PARRY (INDIA),-10000,2026-06-04,CUSTODIAN_EOD_STATEMENT
8801a4ce-afd5-4a20-82f0-6bb9eea8bcaf,CUS-002,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,-160,2026-06-04,CUSTODIAN_EOD_STATEMENT
d9ec0b4f-3a8b-472e-ada9-6d40a24f2b6b,CUS-003,INE059B01024,RAIN INDUSTRIES,-225,2026-06-04,CUSTODIAN_EOD_STATEMENT
44ed3b07-2603-4c39-9755-40bb14cd0d69,CUS-002,INE238A01034,AXIS BANK,50,2026-06-04,CUSTODIAN_EOD_STATEMENT
823776d5-6009-43e3-b514-9b68b8ffca70,CUS-004,INE019A01038,WIPRO,-7000,2026-06-04,CUSTODIAN_EOD_STATEMENT
c0ed76df-28fb-406f-8144-afb739d4e868,CUS-003,INE361B01024,CANARA BANK,-500,2026-06-04,CUSTODIAN_EOD_STATEMENT
e03edb1c-ff26-4137-9afc-d74abe0fb9f0,CUS-004,INE259A01022,GODREJ CONSUMER PRODUCTS,-400,2026-06-04,CUSTODIAN_EOD_STATEMENT
0a2d3006-58e9-4899-9546-ea7dd88c3f4a,CUS-001,INE467B01029,TATA CONSULTANCY SERVICES,-150,2026-06-04,CUSTODIAN_EOD_STATEMENT
e01400bb-285d-4ed9-86a2-015fb8ff74d7,CUS-001,INE044A01036,DABUR INDIA,500,2026-06-04,CUSTODIAN_EOD_STATEMENT
a2d54fd8-48b0-4e48-9475-2dba4b5c42af,CUS-001,INE176A01028,BAJAJ FINANCE,-7500,2026-06-04,CUSTODIAN_EOD_STATEMENT
df7f2b54-490b-4f2c-97a6-fb6ac93f6f5c,CUS-002,INE148I01020,POLICYBAZAAR (PB FINTECH),452,2026-06-04,CUSTODIAN_EOD_STATEMENT
ab414621-1452-4bf7-9566-95d50ccaf1e3,CUS-004,INE148I01020,POLICYBAZAAR (PB FINTECH),25,2026-06-04,CUSTODIAN_EOD_STATEMENT
0c4a1223-a242-44a6-9aab-063f574106ce,CUS-005,INE160A01022,NESTLE INDIA,-1100,2026-06-04,CUSTODIAN_EOD_STATEMENT
fcbf69af-de68-4a55-9f2b-2ade5014d984,CUS-002,INE044A01036,DABUR INDIA,-480,2026-06-04,CUSTODIAN_EOD_STATEMENT
27b4de90-687d-411f-ac32-cc809f62a496,CUS-002,INE795G01014,POWER GRID CORPORATION,-2600,2026-06-04,CUSTODIAN_EOD_STATEMENT
9cb7ed87-4c90-419c-a15a-23697309736f,CUS-005,INE03VK01010,CARTRADE TECH,-100,2026-06-04,CUSTODIAN_EOD_STATEMENT
2c757c99-3433-4f6c-af5e-58031f0c6011,CUS-003,INE062A01020,STATE BANK OF INDIA,-355,2026-06-04,CUSTODIAN_EOD_STATEMENT
36dc353a-8803-44fb-af1c-96bacace0f97,CUS-004,INE092T01019,ZOMATO,2400,2026-06-04,CUSTODIAN_EOD_STATEMENT
